date,state,positive,negative,pending,hospitalized,death,total,dateChecked,totalTestResults,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease
20200311,AZ,9,59,32,,,100,2020-03-11T20:00:00Z,68,0,0,8,3,11
20200311,CA,157,916,,,,1073,2020-03-11T20:00:00Z,1073,0,0,226,24,250
20200311,CO,28,251,,,,279,2020-03-11T20:00:00Z,279,0,0,109,16,125
20200311,CT,3,71,,,,74,2020-03-11T20:00:00Z,74,0,0,17,1,18
20200311,DC,4,20,15,,,39,2020-03-11T20:00:00Z,24,0,0,3,-1,2
20200311,DE,1,17,2,,,20,2020-03-11T20:00:00Z,18,0,0,0,1,1
20200311,FL,28,301,147,,2,476,2020-03-11T20:00:00Z,329,2,0,79,9,88
20200311,GA,22,,,,,22,2020-03-11T20:00:00Z,22,0,0,0,5,5
20200311,HI,2,,,,,2,2020-03-11T20:00:00Z,2,0,0,0,0,0
20200311,IA,13,46,27,,,86,2020-03-11T20:00:00Z,59,0,0,14,5,19
20200311,ID,0,67,,,,67,2020-03-11T20:00:00Z,67,0,0,26,0,26
20200311,IL,19,244,63,,,326,2020-03-11T20:00:00Z,263,0,0,0,0,0
20200311,IN,10,33,,,,43,2020-03-11T20:00:00Z,43,0,0,3,4,7
20200311,KS,1,41,,,,42,2020-03-11T20:00:00Z,42,0,0,24,0,24
20200311,KY,8,46,,,,54,2020-03-11T20:00:00Z,54,0,0,18,2,20
20200311,LA,6,37,,,,43,2020-03-11T20:00:00Z,43,0,0,26,5,31
20200311,MA,92,,,,,92,2020-03-11T20:00:00Z,92,0,0,0,0,0
20200311,MD,9,94,,,,103,2020-03-11T20:00:00Z,103,0,0,5,3,8
20200311,ME,0,42,5,,,47,2020-03-11T20:00:00Z,42,0,0,22,0,22
20200311,MI,2,57,18,,,77,2020-03-11T20:00:00Z,59,0,0,18,2,20
20200311,MN,5,217,,,,222,2020-03-11T20:00:00Z,222,0,0,85,2,87
20200311,MO,1,,,,,1,2020-03-11T20:00:00Z,1,0,0,0,0,0
20200311,MS,0,20,,,,20,2020-03-11T20:00:00Z,20,0,0,20,0,20
20200311,MT,0,21,,,,21,2020-03-11T20:00:00Z,21,0,0,6,0,6
20200311,NC,7,,,,,7,2020-03-11T20:00:00Z,7,0,0,0,0,0
20200311,ND,0,7,6,,,13,2020-03-11T20:00:00Z,7,0,0,1,0,1
20200311,NE,5,47,16,,,68,2020-03-11T20:00:00Z,52,0,0,0,2,2
20200311,NH,4,38,5,,,47,2020-03-11T20:00:00Z,42,0,0,0,0,0
20200311,NJ,24,57,20,,1,101,2020-03-11T20:00:00Z,81,1,0,13,9,22
20200311,NM,3,87,,,,90,2020-03-11T20:00:00Z,90,0,0,18,3,21
20200311,NV,5,168,,,,173,2020-03-11T20:00:00Z,173,0,0,154,5,159
20200311,NY,216,92,,,,308,2020-03-11T20:00:00Z,308,0,0,0,43,43
20200311,OH,4,21,24,,,49,2020-03-11T20:00:00Z,25,0,0,7,1,8
20200311,OK,2,15,11,,,28,2020-03-11T20:00:00Z,17,0,0,0,0,0
20200311,OR,19,286,62,,,367,2020-03-11T20:00:00Z,305,0,0,73,4,77
20200311,PA,15,88,54,,,157,2020-03-11T20:00:00Z,103,0,0,88,3,91
20200311,RI,5,58,24,,,87,2020-03-11T20:00:00Z,63,0,0,5,2,7
20200311,SC,9,32,,,,41,2020-03-11T20:00:00Z,41,0,0,8,2,10
20200311,SD,5,13,2,,,20,2020-03-11T20:00:00Z,18,0,0,2,5,7
20200311,TN,7,50,,,,57,2020-03-11T20:00:00Z,57,0,0,50,0,50
20200311,TX,21,,,,,21,2020-03-11T20:00:00Z,21,0,0,0,8,8
20200311,UT,2,,,,,2,2020-03-11T20:00:00Z,2,0,0,0,0,0
20200311,VA,9,60,,,,69,2020-03-11T20:00:00Z,69,0,0,7,1,8
20200311,VT,1,62,,,,63,2020-03-11T20:00:00Z,63,0,0,22,0,22
20200311,WA,267,2175,,,24,2442,2020-03-11T20:00:00Z,2442,24,0,1065,105,1170
20200311,WI,3,43,,,,46,2020-03-11T20:00:00Z,46,0,0,7,1,8
20200311,WV,0,3,2,,,5,2020-03-11T20:00:00Z,3,0,0,1,0,1
20200311,WY,0,,,,,0,2020-03-11T20:00:00Z,0,0,0,0,0,0
20200310,AK,0,23,9,,,32,2020-03-10T20:00:00Z,23,0,0,0,0,0
20200310,AL,0,0,0,,,0,2020-03-10T20:00:00Z,0,0,0,0,0,0
20200310,AR,0,12,3,,,15,2020-03-10T20:00:00Z,12,0,0,0,0,0
20200310,AZ,6,51,27,,,84,2020-03-10T20:00:00Z,57,0,0,7,1,8
20200310,CA,133,690,,,,823,2020-03-10T20:00:00Z,823,0,0,0,19,19
20200310,CO,12,142,1,,,155,2020-03-10T20:00:00Z,154,0,0,9,3,12
20200310,CT,2,54,,,,56,2020-03-10T20:00:00Z,56,0,0,8,1,9
20200310,DC,5,17,2,,,24,2020-03-10T20:00:00Z,22,0,0,3,4,7
20200310,DE,0,17,3,,,20,2020-03-10T20:00:00Z,17,0,0,2,0,2
20200310,FL,19,222,155,,,396,2020-03-10T20:00:00Z,241,0,0,82,1,83
20200310,GA,17,,,,,17,2020-03-10T20:00:00Z,17,0,0,0,5,5
20200310,HI,2,,,,,2,2020-03-10T20:00:00Z,2,0,0,0,0,0
20200310,IA,8,32,11,,,51,2020-03-10T20:00:00Z,40,0,0,6,5,11
20200310,ID,0,41,,,,41,2020-03-10T20:00:00Z,41,0,0,0,0,0
20200310,IL,19,244,63,,,326,2020-03-10T20:00:00Z,263,0,0,53,12,65
20200310,IN,6,30,,,,36,2020-03-10T20:00:00Z,36,0,0,30,4,34
20200310,KS,1,17,21,,,39,2020-03-10T20:00:00Z,18,0,0,6,0,6
20200310,KY,6,28,,,,34,2020-03-10T20:00:00Z,34,0,0,11,2,13
20200310,LA,1,11,,,,12,2020-03-10T20:00:00Z,12,0,0,6,0,6
20200310,MA,92,,,,,92,2020-03-10T20:00:00Z,92,0,0,0,51,51
20200310,MD,6,89,,,,95,2020-03-10T20:00:00Z,95,0,0,16,1,17
20200310,ME,0,20,5,,,25,2020-03-10T20:00:00Z,20,0,0,19,0,19
20200310,MI,0,39,24,,,63,2020-03-10T20:00:00Z,39,0,0,3,0,3
20200310,MN,3,132,,,,135,2020-03-10T20:00:00Z,135,0,0,52,1,53
20200310,MO,1,,,,,1,2020-03-10T20:00:00Z,1,0,0,0,0,0
20200310,MS,0,,,,,0,2020-03-10T20:00:00Z,0,0,0,0,0,0
20200310,MT,0,15,,,,15,2020-03-10T20:00:00Z,15,0,0,4,0,4
20200310,NC,7,,,,,7,2020-03-10T20:00:00Z,7,0,0,0,5,5
20200310,ND,0,6,2,,,8,2020-03-10T20:00:00Z,6,0,0,6,0,6
20200310,NE,3,47,16,,,66,2020-03-10T20:00:00Z,50,0,0,11,0,11
20200310,NH,4,38,5,,,47,2020-03-10T20:00:00Z,42,0,0,0,0,0
20200310,NJ,15,44,20,,,79,2020-03-10T20:00:00Z,59,0,0,9,4,13
20200310,NM,0,69,,,,69,2020-03-10T20:00:00Z,69,0,0,12,0,12
20200310,NV,0,14,,,,14,2020-03-10T20:00:00Z,14,0,0,0,0,-1
20200310,NY,173,92,,,,265,2020-03-10T20:00:00Z,265,0,0,0,31,31
20200310,OH,3,14,15,,,32,2020-03-10T20:00:00Z,17,0,0,3,0,3
20200310,OK,2,15,11,,,28,2020-03-10T20:00:00Z,17,0,0,7,1,8
20200310,OR,15,213,67,,,295,2020-03-10T20:00:00Z,228,0,0,48,1,49
20200310,PA,12,,,,,12,2020-03-10T20:00:00Z,12,0,0,0,5,5
20200310,RI,3,53,6,,,62,2020-03-10T20:00:00Z,56,0,0,0,0,0
20200310,SC,7,24,,,,31,2020-03-10T20:00:00Z,31,0,0,0,0,0
20200310,SD,0,11,0,,,11,2020-03-10T20:00:00Z,11,0,0,6,0,6
20200310,TN,7,,,,,7,2020-03-10T20:00:00Z,7,0,0,0,4,4
20200310,TX,13,,,,,13,2020-03-10T20:00:00Z,13,0,0,0,1,1
20200310,UT,2,,,,,2,2020-03-10T20:00:00Z,2,0,0,0,1,1
20200310,VA,8,53,,,,61,2020-03-10T20:00:00Z,61,0,0,15,5,20
20200310,VT,1,40,,,,41,2020-03-10T20:00:00Z,41,0,0,6,0,6
20200310,WA,162,1110,,,,1272,2020-03-10T20:00:00Z,1272,0,0,0,26,26
20200310,WI,2,36,,,,38,2020-03-10T20:00:00Z,38,0,0,0,1,1
20200310,WV,0,2,3,,,5,2020-03-10T20:00:00Z,2,0,0,0,0,0
20200310,WY,0,0,0,,,0,2020-03-10T20:00:00Z,0,0,0,0,0,0
20200309,AK,0,23,9,,,32,2020-03-09T20:00:00Z,23,0,0,9,0,9
20200309,AL,0,,,,,0,2020-03-09T20:00:00Z,0,0,0,0,0,0
20200309,AR,0,12,0,,,12,2020-03-09T20:00:00Z,12,0,0,6,0,6
20200309,AZ,5,44,7,,,56,2020-03-09T20:00:00Z,49,0,0,0,0,0
20200309,CA,114,690,,,,804,2020-03-09T20:00:00Z,804,0,0,228,26,254
20200309,CO,9,133,,,,142,2020-03-09T20:00:00Z,142,0,0,29,1,30
20200309,CT,1,46,,,,47,2020-03-09T20:00:00Z,47,0,0,17,0,17
20200309,DC,1,14,3,,,18,2020-03-09T20:00:00Z,15,0,0,4,0,4
20200309,DE,0,15,3,,,18,2020-03-09T20:00:00Z,15,0,0,5,0,5
20200309,FL,18,140,115,,,273,2020-03-09T20:00:00Z,158,0,0,22,1,23
20200309,GA,12,,,,,12,2020-03-09T20:00:00Z,12,0,0,0,5,5
20200309,HI,2,,,,,2,2020-03-09T20:00:00Z,2,0,0,0,1,1
20200309,IA,3,26,8,,,37,2020-03-09T20:00:00Z,29,0,0,11,3,14
20200309,ID,0,41,,,,41,2020-03-09T20:00:00Z,41,0,0,14,0,14
20200309,IL,7,191,44,,,242,2020-03-09T20:00:00Z,198,0,0,0,1,1
20200309,IN,2,,,,,2,2020-03-09T20:00:00Z,2,0,0,0,0,0
20200309,KS,1,11,0,,,12,2020-03-09T20:00:00Z,12,0,0,0,0,0
20200309,KY,4,17,,,,21,2020-03-09T20:00:00Z,21,0,0,4,3,7
20200309,LA,1,5,,,,6,2020-03-09T20:00:00Z,6,0,0,0,1,1
20200309,MA,41,,,,,41,2020-03-09T20:00:00Z,41,0,0,0,28,28
20200309,MD,5,73,,,,78,2020-03-09T20:00:00Z,78,0,0,21,2,23
20200309,ME,0,1,,,,1,2020-03-09T20:00:00Z,1,0,0,0,0,0
20200309,MI,0,36,11,,,47,2020-03-09T20:00:00Z,36,0,0,10,0,10
20200309,MN,2,80,,,,82,2020-03-09T20:00:00Z,82,0,0,32,1,33
20200309,MO,1,,,,,1,2020-03-09T20:00:00Z,1,0,0,0,0,0
20200309,MS,0,,,,,0,2020-03-09T20:00:00Z,0,0,0,0,0,0
20200309,MT,0,11,0,,,11,2020-03-09T20:00:00Z,11,0,0,0,0,0
20200309,NC,2,,,,,2,2020-03-09T20:00:00Z,2,0,0,0,0,0
20200309,ND,0,0,,,,0,2020-03-09T20:00:00Z,0,0,0,0,0,0
20200309,NE,3,36,9,,,48,2020-03-09T20:00:00Z,39,0,0,19,2,21
20200309,NH,4,38,5,,,47,2020-03-09T20:00:00Z,42,0,0,0,0,0
20200309,NJ,11,35,14,,,60,2020-03-09T20:00:00Z,46,0,0,4,5,9
20200309,NM,0,57,0,,,57,2020-03-09T20:00:00Z,57,0,0,9,0,9
20200309,NV,1,14,,,,15,2020-03-09T20:00:00Z,15,0,0,0,0,0
20200309,NY,142,92,,,,234,2020-03-09T20:00:00Z,234,0,0,0,37,37
20200309,OH,3,11,5,,,19,2020-03-09T20:00:00Z,14,0,0,1,3,4
20200309,OK,1,8,10,,,19,2020-03-09T20:00:00Z,9,0,0,0,0,0
20200309,OR,14,165,52,,,231,2020-03-09T20:00:00Z,179,0,0,65,0,65
20200309,PA,7,,,,,7,2020-03-09T20:00:00Z,7,0,0,0,3,3
20200309,RI,3,53,6,,,62,2020-03-09T20:00:00Z,56,0,0,23,0,23
20200309,SC,7,24,,,,31,2020-03-09T20:00:00Z,31,0,0,16,5,21
20200309,SD,0,5,0,,,5,2020-03-09T20:00:00Z,5,0,0,0,0,0
20200309,TN,3,,,,,3,2020-03-09T20:00:00Z,3,0,0,0,0,0
20200309,TX,12,,,,,12,2020-03-09T20:00:00Z,12,0,0,0,4,4
20200309,UT,1,,,,,1,2020-03-09T20:00:00Z,1,0,0,0,0,0
20200309,VA,3,38,9,,,50,2020-03-09T20:00:00Z,41,0,0,2,1,3
20200309,VT,1,34,,,,35,2020-03-09T20:00:00Z,35,0,0,6,0,6
20200309,WA,136,1110,,,,1246,2020-03-09T20:00:00Z,1246,0,0,470,34,504
20200309,WI,1,36,,,,37,2020-03-09T20:00:00Z,37,0,0,5,0,5
20200309,WV,0,2,3,,,5,2020-03-09T20:00:00Z,2,0,0,0,0,0
20200309,WY,0,,,,,0,2020-03-09T20:00:00Z,0,0,0,0,0,0
20200308,AK,0,14,6,,,20,2020-03-08T20:00:00Z,14,0,0,2,0,2
20200308,AL,0,,,,,0,2020-03-08T20:00:00Z,0,0,0,0,0,0
20200308,AR,0,6,0,,,6,2020-03-08T20:00:00Z,6,0,0,0,0,0
20200308,AZ,5,44,7,,,56,2020-03-08T20:00:00Z,49,0,0,0,0,0
20200308,CA,88,462,,,,550,2020-03-08T20:00:00Z,550,0,0,0,19,19
20200308,CO,8,104,,,,112,2020-03-08T20:00:00Z,112,0,0,49,0,49
20200308,CT,1,29,8,,,38,2020-03-08T20:00:00Z,30,0,0,29,1,30
20200308,DC,1,10,0,,,11,2020-03-08T20:00:00Z,11,0,0,2,1,3
20200308,DE,0,10,0,,,10,2020-03-08T20:00:00Z,10,0,0,0,0,0
20200308,FL,17,118,108,,,243,2020-03-08T20:00:00Z,135,0,0,18,3,21
20200308,GA,7,,,,,7,2020-03-08T20:00:00Z,7,0,0,0,1,1
20200308,HI,1,,,,,1,2020-03-08T20:00:00Z,1,0,0,0,0,0
20200308,IA,0,15,2,,,17,2020-03-08T20:00:00Z,15,0,0,0,0,0
20200308,ID,0,27,,,,27,2020-03-08T20:00:00Z,27,0,0,0,0,0
20200308,IL,6,191,44,,,241,2020-03-08T20:00:00Z,197,0,0,0,0,0
20200308,IN,2,,,,,2,2020-03-08T20:00:00Z,2,0,0,0,1,1
20200308,KS,1,11,0,,,12,2020-03-08T20:00:00Z,12,0,0,0,1,1
20200308,KY,1,13,,,,14,2020-03-08T20:00:00Z,14,0,0,4,0,4
20200308,LA,0,5,,,,5,2020-03-08T20:00:00Z,5,0,0,5,0,5
20200308,MA,13,,,,,13,2020-03-08T20:00:00Z,13,0,0,0,0,0
20200308,MD,3,52,,,,55,2020-03-08T20:00:00Z,55,0,0,11,0,11
20200308,ME,0,1,,,,1,2020-03-08T20:00:00Z,1,0,0,0,0,0
20200308,MI,0,26,10,,,36,2020-03-08T20:00:00Z,26,0,0,8,0,8
20200308,MN,1,48,,,,49,2020-03-08T20:00:00Z,49,0,0,0,0,0
20200308,MO,1,,,,,1,2020-03-08T20:00:00Z,1,0,0,0,1,1
20200308,MS,0,,,,,0,2020-03-08T20:00:00Z,0,0,0,0,0,0
20200308,MT,0,11,,,,11,2020-03-08T20:00:00Z,11,0,0,0,0,0
20200308,NC,2,,,,,2,2020-03-08T20:00:00Z,2,0,0,0,0,0
20200308,ND,0,0,,,,0,2020-03-08T20:00:00Z,0,0,0,0,0,0
20200308,NE,1,17,5,,,23,2020-03-08T20:00:00Z,18,0,0,0,0,0
20200308,NH,4,38,5,,,47,2020-03-08T20:00:00Z,42,0,0,18,2,20
20200308,NJ,6,31,0,,,37,2020-03-08T20:00:00Z,37,0,0,31,2,33
20200308,NM,0,48,0,,,48,2020-03-08T20:00:00Z,48,0,0,0,0,0
20200308,NV,1,14,,,,15,2020-03-08T20:00:00Z,15,0,0,0,0,0
20200308,NY,105,92,,,,197,2020-03-08T20:00:00Z,197,0,0,0,29,29
20200308,OH,0,10,4,,,14,2020-03-08T20:00:00Z,10,0,0,1,0,1
20200308,OK,1,8,2,,,11,2020-03-08T20:00:00Z,9,0,0,8,0,8
20200308,OR,14,100,53,,,167,2020-03-08T20:00:00Z,114,0,0,23,7,30
20200308,PA,4,,,,,4,2020-03-08T20:00:00Z,4,0,0,0,2,2
20200308,RI,3,30,12,,,45,2020-03-08T20:00:00Z,33,0,0,30,1,31
20200308,SC,2,8,,,,10,2020-03-08T20:00:00Z,10,0,0,0,0,0
20200308,SD,0,5,0,,,5,2020-03-08T20:00:00Z,5,0,0,0,0,0
20200308,TN,3,,,,,3,2020-03-08T20:00:00Z,3,0,0,0,2,2
20200308,TX,8,,,,,8,2020-03-08T20:00:00Z,8,0,0,0,0,0
20200308,UT,1,,,,,1,2020-03-08T20:00:00Z,1,0,0,0,0,0
20200308,VA,2,36,6,,,44,2020-03-08T20:00:00Z,38,0,0,5,2,7
20200308,VT,1,28,,,,29,2020-03-08T20:00:00Z,29,0,0,12,1,13
20200308,WA,102,640,60,,,802,2020-03-08T20:00:00Z,742,0,0,270,0,270
20200308,WI,1,31,12,,,44,2020-03-08T20:00:00Z,32,0,0,0,0,0
20200308,WV,0,2,3,,,5,2020-03-08T20:00:00Z,2,0,0,0,0,0
20200308,WY,0,,,,,0,2020-03-08T20:00:00Z,0,0,0,0,0,0
20200307,AK,0,12,2,,,14,2020-03-07T21:00:00Z,12,0,0,4,0,4
20200307,AL,0,,,,,0,2020-03-07T21:00:00Z,0,,,,,
20200307,AR,0,6,0,,,6,2020-03-07T21:00:00Z,6,0,0,0,0,0
20200307,AZ,5,44,7,,,56,2020-03-07T21:00:00Z,49,0,0,11,2,13
20200307,CA,69,462,,,,531,2020-03-07T21:00:00Z,531,0,0,0,9,9
20200307,CO,8,55,69,,,132,2020-03-07T21:00:00Z,63,0,0,9,6,15
20200307,CT,0,,,,,0,2020-03-07T21:00:00Z,0,,,,,
20200307,DC,0,8,1,,,9,2020-03-07T21:00:00Z,8,0,0,0,0,0
20200307,DE,0,10,0,,,10,2020-03-07T21:00:00Z,10,0,0,0,0,0
20200307,FL,14,100,88,,,202,2020-03-07T21:00:00Z,114,0,0,45,5,50
20200307,GA,6,,,,,6,2020-03-07T21:00:00Z,6,0,0,0,4,4
20200307,HI,1,,,,,1,2020-03-07T21:00:00Z,1,,,,,
20200307,IA,0,15,2,,,17,2020-03-07T21:00:00Z,15,0,0,0,0,0
20200307,ID,0,27,,,,27,2020-03-07T21:00:00Z,27,,,,,
20200307,IL,6,191,44,,,241,2020-03-07T21:00:00Z,197,0,0,11,1,12
20200307,IN,1,,,,,1,2020-03-07T21:00:00Z,1,0,0,0,0,0
20200307,KS,0,11,2,,,13,2020-03-07T21:00:00Z,11,0,0,7,0,7
20200307,KY,1,9,,,,10,2020-03-07T21:00:00Z,10,0,0,2,1,3
20200307,LA,0,,,,,0,2020-03-07T21:00:00Z,0,,,,,
20200307,MA,13,,,,,13,2020-03-07T21:00:00Z,13,0,0,0,5,5
20200307,MD,3,41,,,,44,2020-03-07T21:00:00Z,44,0,0,15,0,15
20200307,ME,0,1,,,,1,2020-03-07T21:00:00Z,1,,,,,
20200307,MI,0,18,9,,,27,2020-03-07T21:00:00Z,18,0,0,10,0,10
20200307,MN,1,48,,,,49,2020-03-07T21:00:00Z,49,0,0,12,1,13
20200307,MO,0,,,,,0,2020-03-07T21:00:00Z,0,,,,,
20200307,MS,0,,,,,0,2020-03-07T21:00:00Z,0,,,,,
20200307,MT,0,11,,,,11,2020-03-07T21:00:00Z,11,,,,,
20200307,NC,2,,,,,2,2020-03-07T21:00:00Z,2,0,0,0,0,0
20200307,ND,0,0,,,,0,2020-03-07T21:00:00Z,0,,,,,
20200307,NE,1,17,5,,,23,2020-03-07T21:00:00Z,18,0,0,0,1,1
20200307,NH,2,20,3,,,25,2020-03-07T21:00:00Z,22,0,0,0,0,0
20200307,NJ,4,,1,,,5,2020-03-07T21:00:00Z,4,0,0,0,3,3
20200307,NM,0,48,0,,,48,2020-03-07T21:00:00Z,48,0,0,32,0,32
20200307,NV,1,14,,,,15,2020-03-07T21:00:00Z,15,0,0,0,0,0
20200307,NY,76,92,236,,,404,2020-03-07T21:00:00Z,168,0,0,0,43,43
20200307,OH,0,9,5,,,14,2020-03-07T21:00:00Z,9,0,0,1,0,1
20200307,OK,1,,,,,1,2020-03-07T21:00:00Z,1,,,,,
20200307,OR,7,77,40,,,124,2020-03-07T21:00:00Z,84,0,0,13,4,17
20200307,PA,2,,,,,2,2020-03-07T21:00:00Z,2,0,0,0,0,0
20200307,RI,2,,,,,2,2020-03-07T21:00:00Z,2,,,,,
20200307,SC,2,8,,,,10,2020-03-07T21:00:00Z,10,0,0,3,2,5
20200307,SD,0,5,0,,,5,2020-03-07T21:00:00Z,5,,,,,
20200307,TN,1,,,,,1,2020-03-07T21:00:00Z,1,0,0,0,0,0
20200307,TX,8,,,,,8,2020-03-07T21:00:00Z,8,0,0,0,3,3
20200307,UT,1,,,,,1,2020-03-07T21:00:00Z,1,,,,,
20200307,VA,0,31,7,,,38,2020-03-07T21:00:00Z,31,0,0,10,0,10
20200307,VT,0,16,,,,16,2020-03-07T21:00:00Z,16,0,0,8,0,8
20200307,WA,102,370,66,,,538,2020-03-07T21:00:00Z,472,0,0,0,23,23
20200307,WI,1,31,12,,,44,2020-03-07T21:00:00Z,32,0,0,0,0,0
20200307,WV,0,2,3,,,5,2020-03-07T21:00:00Z,2,0,0,1,0,1
20200307,WY,0,,,,,0,2020-03-07T21:00:00Z,0,,,,,
20200306,AK,0,8,1,,,9,2020-03-06T21:00:00Z,8,,,,,
20200306,AR,0,6,0,,,6,2020-03-06T21:00:00Z,6,,,,,
20200306,AZ,3,33,15,,,51,2020-03-06T21:00:00Z,36,0,0,5,1,6
20200306,CA,60,462,,,,522,2020-03-06T21:00:00Z,522,0,0,0,7,7
20200306,CO,2,46,30,,,78,2020-03-06T21:00:00Z,48,0,0,27,2,29
20200306,DC,0,8,1,,,9,2020-03-06T21:00:00Z,8,0,0,2,0,2
20200306,DE,0,10,0,,,10,2020-03-06T21:00:00Z,10,,,,,
20200306,FL,9,55,51,,,115,2020-03-06T21:00:00Z,64,0,0,24,0,24
20200306,GA,2,,,,,2,2020-03-06T21:00:00Z,2,0,0,0,0,0
20200306,IA,0,15,2,,,17,2020-03-06T21:00:00Z,15,,,,,
20200306,IL,5,180,35,,,220,2020-03-06T21:00:00Z,185,0,0,15,0,15
20200306,IN,1,,,,,1,2020-03-06T21:00:00Z,1,,,,,
20200306,KS,0,4,0,,,4,2020-03-06T21:00:00Z,4,,,,,
20200306,KY,0,7,3,,,10,2020-03-06T21:00:00Z,7,,,,,
20200306,MA,8,,,,,8,2020-03-06T21:00:00Z,8,0,0,0,6,6
20200306,MD,3,26,12,,,41,2020-03-06T21:00:00Z,29,0,0,9,3,12
20200306,MI,0,8,8,,,16,2020-03-06T21:00:00Z,8,0,0,0,0,0
20200306,MN,0,36,,,,36,2020-03-06T21:00:00Z,36,,,,,
20200306,NC,2,,,,,2,2020-03-06T21:00:00Z,2,0,0,0,1,1
20200306,NE,0,17,5,,,22,2020-03-06T21:00:00Z,17,0,0,0,0,0
20200306,NH,2,20,3,,,25,2020-03-06T21:00:00Z,22,0,0,4,0,4
20200306,NJ,1,,,,,1,2020-03-06T21:00:00Z,1,0,0,0,0,0
20200306,NM,0,16,0,,,16,2020-03-06T21:00:00Z,16,,,,,
20200306,NV,1,14,,,,15,2020-03-06T21:00:00Z,15,0,0,0,0,0
20200306,NY,33,92,236,,,361,2020-03-06T21:00:00Z,125,0,0,16,11,27
20200306,OH,0,8,2,,,10,2020-03-06T21:00:00Z,8,0,0,1,0,1
20200306,OR,3,64,28,,,95,2020-03-06T21:00:00Z,67,0,0,19,0,19
20200306,PA,2,,,,,2,2020-03-06T21:00:00Z,2,,,,,
20200306,SC,0,5,0,,,5,2020-03-06T21:00:00Z,5,0,0,0,0,0
20200306,TN,1,,,,,1,2020-03-06T21:00:00Z,1,0,0,0,0,0
20200306,TX,5,,,,,5,2020-03-06T21:00:00Z,5,0,0,0,4,4
20200306,VA,0,21,10,,,31,2020-03-06T21:00:00Z,21,0,0,3,0,3
20200306,VT,0,8,,,,8,2020-03-06T21:00:00Z,8,,,,,
20200306,WA,79,370,,,,449,2020-03-06T21:00:00Z,449,0,0,370,9,379
20200306,WI,1,31,12,,,44,2020-03-06T21:00:00Z,32,0,0,12,0,12
20200306,WV,0,1,4,,,5,2020-03-06T21:00:00Z,1,,,,,
20200305,AZ,2,28,6,,,36,2020-03-05T21:00:00Z,30,0,0,1,0,1
20200305,CA,53,462,,,,515,2020-03-05T21:00:00Z,515,0,0,0,0,0
20200305,CO,0,19,21,,,40,2020-03-05T21:00:00Z,19,,,,,
20200305,DC,0,6,2,,,8,2020-03-05T21:00:00Z,6,,,,,
20200305,FL,9,31,69,,,109,2020-03-05T21:00:00Z,40,0,0,7,7,14
20200305,GA,2,,,,,2,2020-03-05T21:00:00Z,2,0,0,0,0,0
20200305,IL,5,165,27,,,197,2020-03-05T21:00:00Z,170,0,0,41,1,42
20200305,MA,2,,,,,2,2020-03-05T21:00:00Z,2,0,0,0,0,0
20200305,MD,0,17,14,,,31,2020-03-05T21:00:00Z,17,,,,,
20200305,MI,0,8,0,,,8,2020-03-05T21:00:00Z,8,,,,,
20200305,NC,1,,,,,1,2020-03-05T21:00:00Z,1,0,0,0,0,0
20200305,NE,0,17,5,,,22,2020-03-05T21:00:00Z,17,,,,,
20200305,NH,2,16,4,,,22,2020-03-05T21:00:00Z,18,0,0,6,0,6
20200305,NJ,1,,,,,1,2020-03-05T21:00:00Z,1,,,,,
20200305,NV,1,14,,,,15,2020-03-05T21:00:00Z,15,,,,,
20200305,NY,22,76,24,,,122,2020-03-05T21:00:00Z,98,0,0,28,16,44
20200305,OH,0,7,3,,,10,2020-03-05T21:00:00Z,7,,,,,
20200305,OR,3,45,13,,,61,2020-03-05T21:00:00Z,48,0,0,16,0,16
20200305,SC,0,5,0,,,5,2020-03-05T21:00:00Z,5,0,0,0,0,0
20200305,TN,1,,,,,1,2020-03-05T21:00:00Z,1,,,,,
20200305,TX,1,,,,,1,2020-03-05T21:00:00Z,1,0,0,0,0,0
20200305,VA,0,18,3,,,21,2020-03-05T21:00:00Z,18,,,,,
20200305,WA,70,,,,,70,2020-03-05T21:00:00Z,70,0,0,0,31,31
20200305,WI,1,19,6,,,26,2020-03-05T21:00:00Z,20,0,0,0,0,0
20200304,AZ,2,27,5,,,34,2020-03-04T21:00:00Z,29,,,,,
20200304,CA,53,462,,,,515,2020-03-04T21:00:00Z,515,,,,,
20200304,FL,2,24,16,,,42,2020-03-04T21:00:00Z,26,,,,,
20200304,GA,2,,,,,2,2020-03-04T21:00:00Z,2,,,,,
20200304,IL,4,124,27,,,155,2020-03-04T21:00:00Z,128,,,,,
20200304,MA,2,,,,,2,2020-03-04T21:00:00Z,2,,,,,
20200304,NC,1,,,,,1,2020-03-04T21:00:00Z,1,,,,,
20200304,NH,2,10,7,,,19,2020-03-04T21:00:00Z,12,,,,,
20200304,NY,6,48,24,,,78,2020-03-04T21:00:00Z,54,,,,,
20200304,OR,3,29,18,,,50,2020-03-04T21:00:00Z,32,,,,,
20200304,SC,0,5,0,,,5,2020-03-04T21:00:00Z,5,,,,,
20200304,TX,1,,,,,1,2020-03-04T21:00:00Z,1,,,,,
20200304,WA,39,,,,,39,2020-03-04T21:00:00Z,39,,,,,
20200304,WI,1,19,6,,,26,2020-03-04T21:00:00Z,20,,,,,